[0, [-0.42191647658029857, -0.4674924716355578, -0.20582364157652713, 0.4743498094517351, 0.5797121376988957]]
[1, [0.39043442602360334, -0.7449430252193073, -0.5054381759563858, -0.15002794592223878, 0.1210153456424483]]
[2, [-0.3908105558031281, -0.18506041038493007, 0.8880728311588981, -0.054388548085940194, -0.14624734655895166]]
[3, [-0.028622060556659026, 0.2842674494441208, 0.9582852584589685, -0.00745263883648529, -0.002572242334245106]]
[4, [0.26048459343417635, 0.6866589508584715, 0.3105391367729767, -0.3852025650037646, -0.464576893782063]]
[5, [0.4001637339686107, 0.1681145163857939, -0.5217205520070728, -0.06747459072924349, 0.7313421501705107]]
[6, [-0.257277976815576, -0.8972993677454603, -0.00038396982637470923, -0.3586785329954676, 0.003383758956086922]]
[7, [-0.39836820845424425, -0.22842315686085415, 0.8320085098993425, -0.3090970624467514, 0.036694377560356074]]
[8, [0.4366196953562239, -0.8881710370465687, 0.09627492707359166, -0.10510475695754955, -0.014127245327020576]]
[9, [-0.8868435577575776, 0.3698470535748233, 0.09386405863673976, 0.031112394038354117, 0.2587338757475426]]
