[0, [-0.09838920522279196, -0.7556443633584311, -0.5724689358648979, 0.05591332588487275, 0.2974460923906418]]
[1, [0.43264054061049023, -0.3335848471243511, 0.09527794058107741, 0.7180007307120974, -0.4206428141842064]]
[2, [-0.9767479562613269, -0.08107185659623746, 0.0540694393485038, -0.05004954802473797, 0.1842886933005338]]
[3, [0.20390675171425504, -0.5557572427906348, 0.47231290474648585, 0.26153621785396103, -0.598393892391688]]
[4, [-0.7336064315448579, -0.14365379843725956, 0.39482846536959953, -0.4839229338063607, -0.2260846453448318]]
[5, [-0.3941398507879026, 0.04678358874776713, 0.9111244752900239, -0.06247495060912709, -0.09172864829831195]]
[6, [0.4638878868269904, -0.07373304084933284, -0.7044099102647029, -0.5259215137298294, 0.08114620668458918]]
[7, [-0.6038025600956175, 0.3955580227923771, 0.672109517176284, -0.09126440880507848, -0.13746244444605674]]
[8, [0.3585040049282917, 0.15329352939298846, 0.7709610818016187, 0.470686013584248, 0.17902418624326571]]
[9, [0.07543631194705215, -0.24836568939102682, 0.6891270273102331, -0.5750265019402524, -0.35647203182026094]]
