[0, [-0.3614489865436118, -0.6175422887937528, -0.13708598731207927, 0.4282884150853647, 0.5345770452089278]]
[1, [-0.048693473688043276, -0.4646421117834979, 0.25902778870027415, 0.8347364279168513, -0.13362766991616967]]
[2, [-0.710460859462437, -0.23081629681870233, -0.4746383556546456, -0.4627970290826741, -0.05006541229731894]]
[3, [0.3895938101640491, 0.640113310221852, -0.5928442279927383, 0.2938110331384963, -0.02612300328188789]]
[4, [0.1105879491513803, -0.8558013229629733, 0.4968338190851423, 0.009296677837506245, -0.09189194258352587]]
[5, [0.10309670083091833, 0.0688992359825968, 0.7917788561323397, -0.057866987416681455, -0.5952828069983844]]
[6, [0.6233387082641237, -0.5008448152045032, 0.5576027912599252, 0.1611676907059631, 0.15397216798508712]]
[7, [0.1777326243627388, 0.882697987778072, -0.3950943691238737, -0.04348036334585026, -0.17681989169659942]]
[8, [-0.19138317619692258, -0.9279120750463384, 0.3094317081852696, 0.0021942962048957025, -0.08123339144519043]]
[9, [-0.7946336744536466, 0.44907601870022756, -0.314952147299949, 0.23416106776429219, -0.1134098413158504]]
